0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1.	0
1.1	0
1.2	0
1.3	0
1.4	0
1.5	0
1.6	0
1.7	0
1.8	0
1.9	0
2.	0
2.1	0
2.2	0
2.3	0
2.4	0
2.5	0
2.6	0
2.7	0
2.8	0
2.9	0
3.	0
3.1	0
3.2	0
3.3	0
3.4	0
3.5	0
3.6	0
3.7	0
3.8	0
3.9	0
4.	0
4.1	7.069e-46
4.2	2.318e-45
4.3	4.324e-45
4.4	6.741e-45
4.5	9.606e-45
4.6	1.296e-44
4.7	1.68e-44
4.8	2.118e-44
4.9	2.613e-44
5.	3.166e-44
5.1	3.779e-44
5.2	4.453e-44
5.3	5.204e-44
5.4	6.009e-44
5.5	6.881e-44
5.6	7.819e-44
5.7	8.826e-44
5.8	9.902e-44
5.9	1.105e-43
6.	1.227e-43
6.1	1.356e-43
6.2	1.492e-43
6.3	1.635e-43
6.4	1.786e-43
6.5	1.945e-43
6.6	2.111e-43
6.7	2.284e-43
6.8	2.466e-43
6.9	2.654e-43
7.	2.851e-43
7.1	3.055e-43
7.2	3.267e-43
7.3	3.487e-43
7.4	3.715e-43
7.5	3.951e-43
7.6	4.194e-43
7.7	4.446e-43
7.8	4.705e-43
7.9	4.973e-43
8.	5.249e-43
8.1	5.532e-43
8.2	5.824e-43
8.3	6.123e-43
8.4	6.431e-43
8.5	6.708e-43
8.6	7.029e-43
8.7	7.359e-43
8.8	7.696e-43
8.9	8.042e-43
9.	8.395e-43
9.1	8.757e-43
9.2	9.126e-43
9.3	9.503e-43
9.4	9.888e-43
9.5	1.028e-42
9.6	1.068e-42
9.7	1.109e-42
9.8	1.151e-42
9.9	1.194e-42
10.	1.237e-42
10.1	1.281e-42
10.2	1.326e-42
10.3	1.372e-42
10.4	1.419e-42
10.5	1.473e-42
10.6	1.52e-42
10.7	1.569e-42
10.8	1.618e-42
10.9	1.668e-42
11.	1.718e-42
11.1	1.77e-42
11.2	1.822e-42
11.3	1.875e-42
11.4	1.928e-42
11.5	1.983e-42
11.6	2.038e-42
11.7	2.094e-42
11.8	2.151e-42
11.9	2.208e-42
12.	2.266e-42
12.1	2.325e-42
12.2	2.385e-42
12.3	2.446e-42
12.4	2.507e-42
12.5	2.569e-42
12.6	2.631e-42
12.7	2.695e-42
12.8	2.759e-42
12.9	2.824e-42
13.	2.89e-42
13.1	2.957e-42
13.2	3.024e-42
13.3	3.092e-42
13.4	3.161e-42
13.5	3.23e-42
13.6	3.3e-42
13.7	3.372e-42
13.8	3.443e-42
13.9	3.516e-42
14.	3.589e-42
14.1	3.663e-42
14.2	3.738e-42
14.3	3.851e-42
14.4	3.929e-42
14.5	4.007e-42
14.6	4.086e-42
14.7	4.166e-42
14.8	4.247e-42
14.9	4.328e-42
15.	4.411e-42
