0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1.	0
1.1	0
1.2	0
1.3	0
1.4	0
1.5	0
1.6	0
1.7	0
1.8	0
1.9	0
2.	0
2.1	0
2.2	0
2.3	2.924e-48
2.4	4.287e-47
2.5	1.704e-46
2.6	4.258e-46
2.7	8.438e-46
2.8	1.453e-45
2.9	2.279e-45
3.	3.343e-45
3.1	4.665e-45
3.2	6.261e-45
3.3	8.147e-45
3.4	1.034e-44
3.5	1.284e-44
3.6	1.568e-44
3.7	1.885e-44
3.8	2.237e-44
3.9	2.625e-44
4.	3.049e-44
4.1	3.511e-44
4.2	4.011e-44
4.3	4.55e-44
4.4	5.128e-44
4.5	5.746e-44
4.6	6.404e-44
4.7	7.104e-44
4.8	7.845e-44
4.9	8.629e-44
5.	9.455e-44
5.1	1.032e-43
5.2	1.124e-43
5.3	1.219e-43
5.4	1.319e-43
5.5	1.424e-43
5.6	1.533e-43
5.7	1.646e-43
5.8	1.764e-43
5.9	1.886e-43
6.	2.013e-43
6.1	2.145e-43
6.2	2.281e-43
6.3	2.422e-43
6.4	2.567e-43
6.5	2.717e-43
6.6	2.871e-43
6.7	3.03e-43
6.8	3.194e-43
6.9	3.362e-43
7.	3.534e-43
7.1	3.711e-43
7.2	3.891e-43
7.3	4.076e-43
7.4	4.262e-43
7.5	4.451e-43
7.6	4.645e-43
7.7	4.843e-43
7.8	5.045e-43
7.9	5.252e-43
8.	5.462e-43
8.1	5.677e-43
8.2	5.981e-43
8.3	6.219e-43
8.4	6.463e-43
8.5	6.712e-43
8.6	6.966e-43
8.7	7.225e-43
8.8	7.489e-43
8.9	7.759e-43
9.	8.034e-43
9.1	8.314e-43
9.2	8.599e-43
9.3	8.89e-43
9.4	9.185e-43
9.5	9.486e-43
9.6	9.792e-43
9.7	1.01e-42
9.8	1.042e-42
9.9	1.074e-42
10.	1.107e-42
10.1	1.14e-42
10.2	1.174e-42
10.3	1.208e-42
10.4	1.242e-42
10.5	1.277e-42
10.6	1.313e-42
10.7	1.349e-42
10.8	1.385e-42
10.9	1.422e-42
11.	1.459e-42
11.1	1.495e-42
11.2	1.532e-42
11.3	1.57e-42
11.4	1.608e-42
11.5	1.646e-42
11.6	1.685e-42
11.7	1.724e-42
11.8	1.764e-42
11.9	1.804e-42
12.	1.845e-42
12.1	1.886e-42
12.2	1.928e-42
12.3	1.97e-42
12.4	2.013e-42
12.5	2.056e-42
12.6	2.099e-42
12.7	2.143e-42
12.8	2.188e-42
12.9	2.233e-42
13.	2.279e-42
13.1	2.325e-42
13.2	2.371e-42
13.3	2.418e-42
13.4	2.466e-42
13.5	2.514e-42
13.6	2.563e-42
13.7	2.612e-42
13.8	2.661e-42
13.9	2.711e-42
14.	2.762e-42
14.1	2.813e-42
14.2	2.865e-42
14.3	2.917e-42
14.4	2.969e-42
14.5	3.023e-42
14.6	3.076e-42
14.7	3.13e-42
14.8	3.185e-42
14.9	3.24e-42
15.	3.296e-42
15.1	3.353e-42
15.2	3.409e-42
15.3	3.467e-42
15.4	3.525e-42
15.5	3.583e-42
15.6	3.642e-42
15.7	3.702e-42
15.8	3.762e-42
15.9	3.823e-42
16.	3.884e-42
16.1	3.946e-42
16.2	4.008e-42
16.3	4.071e-42
16.4	4.134e-42
16.5	4.198e-42
16.6	4.263e-42
16.7	4.328e-42
16.8	4.394e-42
16.9	4.46e-42
17.	4.527e-42
17.1	4.595e-42
17.2	4.663e-42
17.3	4.731e-42
17.4	4.801e-42
17.5	4.871e-42
17.6	4.941e-42
17.7	5.012e-42
17.8	5.084e-42
17.9	5.156e-42
18.	5.229e-42
18.1	5.303e-42
18.2	5.377e-42
18.3	5.452e-42
18.4	5.527e-42
18.5	5.603e-42
18.6	5.68e-42
18.7	5.757e-42
18.8	5.835e-42
18.9	5.914e-42
19.	5.993e-42
19.1	6.073e-42
19.2	6.153e-42
19.3	6.235e-42
19.4	6.316e-42
19.5	6.399e-42
19.6	6.482e-42
19.7	6.566e-42
19.8	6.651e-42
19.9	6.736e-42
20.	6.822e-42
20.1	6.909e-42
20.2	6.996e-42
20.3	7.084e-42
20.4	7.173e-42
20.5	7.262e-42
20.6	7.352e-42
20.7	7.443e-42
20.8	7.535e-42
20.9	7.627e-42
21.	7.72e-42
21.1	7.814e-42
21.2	7.909e-42
21.3	8.004e-42
21.4	8.1e-42
21.5	8.197e-42
21.6	8.295e-42
21.7	8.393e-42
21.8	8.492e-42
21.9	8.592e-42
22.	8.693e-42
22.1	8.794e-42
22.2	8.896e-42
22.3	8.999e-42
22.4	9.141e-42
22.5	9.244e-42
22.6	9.347e-42
22.7	9.452e-42
22.8	9.557e-42
22.9	9.663e-42
23.	9.77e-42
23.1	9.878e-42
23.2	9.986e-42
23.3	1.01e-41
23.4	1.021e-41
23.5	1.032e-41
23.6	1.043e-41
23.7	1.054e-41
23.8	1.065e-41
23.9	1.077e-41
24.	1.088e-41
24.1	1.1e-41
24.2	1.111e-41
24.3	1.123e-41
24.4	1.135e-41
24.5	1.147e-41
24.6	1.159e-41
24.7	1.171e-41
24.8	1.183e-41
24.9	1.195e-41
25.	1.208e-41
25.1	1.22e-41
25.2	1.233e-41
25.3	1.245e-41
25.4	1.258e-41
25.5	1.271e-41
25.6	1.283e-41
25.7	1.296e-41
25.8	1.309e-41
25.9	1.322e-41
26.	1.336e-41
26.1	1.349e-41
26.2	1.362e-41
26.3	1.375e-41
26.4	1.389e-41
26.5	1.402e-41
26.6	1.416e-41
